ID Cliente,Data Venda,ID Produto,Preço Produto
81,31/10/2023,64,611.4
143,31/10/2023,45,800.38
190,26/01/2024,16,145.75
52,14/01/2024,97,387.81
60,08/01/2024,60,318.97
180,22/08/2023,195,996.51
74,17/08/2023,66,90.45
35,21/09/2023,32,587.25
88,12/01/2023,87,315.26
196,18/11/2023,32,503.76
63,16/12/2023,141,892.02
109,17/03/2023,66,844.29
63,24/02/2023,32,472.58
136,25/10/2023,200,880.41
129,25/02/2024,32,869.73
45,26/02/2024,116,54.57
108,22/03/2024,32,353.04
99,04/07/2023,15,800.73
67,27/10/2023,87,979.04
42,13/01/2023,64,537.92
65,29/08/2023,108,816.78
45,28/03/2023,78,506.67
161,09/07/2023,130,467.21
46,24/04/2024,66,963.6
96,30/09/2023,65,900.06
101,22/02/2024,97,158.5
106,23/03/2023,29,657.72
7,25/04/2023,35,754.58
28,05/04/2024,65,402.19
45,03/06/2023,66,370.79
200,14/04/2023,121,182.76
88,05/11/2023,64,768.47
104,03/09/2023,133,93.45
185,09/02/2024,104,553.75
89,08/02/2023,64,450.09
20,02/01/2023,35,105.01
1,29/05/2023,3,989.04
125,19/03/2023,127,592.69
67,07/05/2023,32,813.09
68,21/01/2023,66,625.71
56,01/12/2023,32,246.94
30,15/07/2023,199,52.07
192,02/02/2024,71,888.86
105,14/03/2023,87,278.82
104,10/07/2023,54,859.18
132,04/02/2024,97,273.41
18,12/09/2023,9,536.32
45,15/11/2023,65,427.59
26,02/01/2024,32,935.12
99,03/01/2024,65,260.18
106,09/08/2023,181,938.23
179,21/11/2023,66,972.91
78,22/09/2023,22,438.32
45,19/06/2023,152,701.25
123,30/06/2023,64,275.51
98,13/02/2024,128,78.74
50,06/01/2024,31,732.32
117,08/10/2023,66,774.42
142,24/02/2024,66,492.41
164,29/08/2023,65,31.09
45,30/05/2023,151,959.28
170,31/07/2023,66,972.37
105,12/08/2023,17,938.5
35,03/03/2024,159,874.17
136,07/06/2023,64,207.79
145,14/03/2023,64,181.3
67,06/01/2024,3,712.98
18,16/02/2023,64,409.0
166,02/11/2023,100,220.62
200,16/11/2023,110,255.15
17,13/11/2023,97,30.35
140,30/01/2023,32,531.42
127,12/03/2023,97,850.98
104,07/12/2023,97,241.94
75,06/07/2023,196,888.46
106,01/10/2023,59,218.21
178,05/05/2023,96,983.08
178,12/01/2023,97,113.53
88,20/11/2023,76,136.66
66,30/03/2024,87,485.76
35,24/12/2023,32,744.39
171,24/02/2023,106,688.27
54,09/11/2023,105,749.27
45,09/09/2023,126,732.54
35,22/05/2023,105,103.62
56,24/04/2024,87,679.16
76,28/07/2023,32,356.05
68,19/09/2023,32,153.92
142,20/04/2024,66,200.83
82,10/04/2024,155,157.05
95,25/01/2023,87,633.55
198,20/09/2023,150,672.37
64,16/04/2023,64,421.07
111,14/01/2024,18,726.15
83,13/10/2023,32,525.31
116,18/04/2023,32,730.31
65,13/02/2024,64,647.4
68,23/09/2023,143,842.09
25,27/01/2023,35,936.07
146,08/04/2024,87,793.28
98,02/04/2023,66,668.5
173,15/03/2024,32,781.43
98,10/05/2023,97,509.22
182,24/04/2023,87,57.3
75,23/09/2023,195,267.96
46,03/05/2023,60,488.59
4,07/05/2023,97,117.38
160,16/09/2023,97,550.74
126,24/04/2024,156,744.23
75,13/01/2024,65,453.38
200,28/11/2023,65,601.01
37,07/11/2023,33,608.66
35,14/09/2023,123,908.09
181,23/11/2023,64,261.67
82,11/04/2024,65,242.67
130,22/12/2023,53,792.84
86,09/02/2024,154,670.4
67,30/08/2023,64,642.76
163,18/10/2023,66,361.68
35,12/06/2023,110,687.16
123,14/09/2023,32,843.12
122,14/01/2023,66,463.23
9,28/08/2023,66,916.72
132,19/08/2023,116,839.27
105,22/03/2023,103,173.58
110,18/01/2024,8,891.54
105,10/02/2023,66,760.15
80,15/11/2023,44,606.22
106,21/02/2023,32,688.17
35,31/07/2023,65,162.81
140,09/02/2023,36,181.2
37,09/05/2023,92,79.03
171,24/07/2023,166,401.39
88,27/12/2023,97,886.58
167,08/07/2023,65,843.31
45,08/03/2023,139,410.63
198,04/03/2023,32,169.63
75,19/09/2023,141,753.14
14,06/03/2024,158,558.26
98,24/01/2024,87,834.05
197,09/12/2023,65,762.35
131,16/06/2023,64,717.67
6,25/05/2023,116,322.94
98,10/11/2023,47,507.69
80,31/12/2023,173,165.07
74,20/01/2023,159,125.01
105,28/03/2023,71,660.84
98,16/06/2023,66,311.1
104,11/11/2023,32,79.85
98,16/09/2023,32,362.19
68,23/03/2024,32,716.47
34,21/08/2023,64,138.81
133,16/06/2023,65,435.78
88,04/02/2023,48,13.83
155,29/04/2024,97,33.91
92,15/10/2023,97,924.85
167,20/01/2023,87,739.62
35,17/07/2023,32,855.0
68,29/07/2023,97,366.32
61,29/01/2024,104,963.22
99,26/08/2023,97,139.97
106,08/11/2023,20,554.01
106,28/09/2023,60,85.94
25,10/10/2023,64,574.64
104,18/01/2024,64,170.35
29,16/11/2023,69,168.6
74,08/03/2023,65,517.72
127,16/05/2023,29,581.15
65,20/05/2023,157,376.31
139,24/01/2024,65,991.77
139,10/12/2023,11,535.37
99,04/07/2023,27,307.09
104,14/02/2024,138,32.48
35,10/01/2023,103,827.16
4,28/03/2024,97,198.16
40,01/08/2023,87,835.04
104,15/04/2024,153,248.38
45,17/01/2023,84,441.19
168,05/09/2023,148,771.48
67,02/02/2024,97,610.87
105,09/11/2023,133,376.04
103,23/02/2024,97,66.55
91,29/01/2024,66,854.16
99,20/05/2023,32,500.4
123,12/05/2023,152,994.42
111,20/02/2023,139,665.47
89,10/05/2023,48,370.16
104,30/05/2023,65,907.88
74,15/07/2023,41,112.04
193,14/02/2024,87,102.43
35,17/09/2023,78,187.72
104,14/02/2024,32,471.62
148,30/03/2024,158,667.2
176,31/03/2023,32,531.49
68,15/03/2023,32,961.24
64,19/01/2023,32,652.22
68,09/10/2023,169,892.73
121,17/07/2023,65,805.19
104,30/04/2023,130,605.71
97,23/01/2024,142,727.6
123,20/06/2023,66,110.38
98,04/06/2023,87,30.22
103,14/03/2024,97,949.68
17,14/08/2023,87,878.25
173,12/02/2024,82,78.78
77,13/02/2024,32,200.09
114,07/05/2023,97,605.09
98,18/07/2023,66,693.68
96,26/12/2023,64,538.17
74,11/06/2023,64,994.34
13,11/12/2023,32,734.56
184,30/09/2023,66,358.09
128,03/07/2023,66,477.48
189,30/08/2023,87,814.28
149,27/03/2023,151,769.7
104,27/04/2023,66,190.57
40,19/08/2023,87,149.58
104,02/01/2023,66,968.7
105,21/08/2023,66,409.27
72,04/12/2023,155,476.77
73,31/01/2023,65,229.03
98,28/08/2023,146,202.11
120,01/06/2023,66,621.12
65,27/03/2024,97,192.44
73,09/05/2023,54,912.78
67,02/05/2023,64,538.86
64,15/04/2023,32,131.96
78,16/06/2023,50,158.99
77,11/02/2023,110,398.82
104,02/12/2023,36,554.9
110,15/03/2024,87,590.78
36,01/10/2023,65,763.95
140,06/06/2023,64,289.51
35,24/04/2024,81,327.61
105,22/07/2023,83,176.4
103,09/03/2024,87,914.05
182,22/03/2023,65,266.29
90,28/01/2024,65,692.88
152,07/11/2023,65,209.09
77,26/07/2023,66,763.22
68,05/04/2023,111,136.15
65,09/12/2023,192,86.01
151,07/03/2024,65,551.06
92,12/03/2023,65,257.59
35,19/06/2023,87,757.1
109,15/05/2023,64,623.6
67,19/08/2023,66,365.25
105,23/09/2023,115,155.11
68,10/01/2023,7,337.0
20,08/09/2023,32,964.17
175,12/02/2024,99,596.64
64,10/04/2023,175,281.06
103,12/06/2023,97,547.07
67,21/02/2024,64,834.24
65,31/07/2023,98,773.61
78,04/01/2023,32,541.71
161,05/06/2023,34,110.02
65,07/03/2024,65,771.01
98,08/12/2023,64,636.56
152,02/01/2023,3,896.44
105,28/08/2023,123,257.92
92,20/04/2023,170,281.11
106,15/09/2023,18,847.06
64,27/05/2023,3,696.94
35,11/01/2023,144,942.15
23,14/12/2023,87,860.05
88,10/03/2023,66,898.87
89,04/02/2023,64,724.19
45,03/07/2023,4,525.39
105,11/09/2023,97,691.43
87,03/04/2023,64,959.37
144,15/02/2024,65,698.44
130,16/03/2023,136,307.83
189,21/09/2023,66,518.22
98,10/02/2024,97,340.72
34,04/03/2024,87,723.47
185,10/07/2023,66,706.99
159,29/10/2023,146,520.78
98,16/09/2023,65,641.44
34,30/12/2023,90,723.53
160,02/11/2023,116,399.53
117,01/03/2023,67,853.31
139,15/08/2023,97,321.52
78,30/03/2024,144,970.33
6,10/05/2023,163,378.8
78,24/11/2023,97,375.2
200,09/03/2024,97,713.05
141,20/01/2023,65,563.15
163,21/02/2023,97,823.61
159,06/03/2023,97,855.74
107,16/10/2023,87,709.25
158,08/02/2023,78,884.09
29,29/01/2023,182,593.2
88,02/03/2023,169,959.27
75,08/05/2023,32,340.31
50,21/06/2023,32,343.62
46,29/03/2023,79,586.92
71,15/05/2023,32,236.36
28,05/04/2024,17,149.86
64,17/02/2024,100,105.7
68,21/06/2023,53,269.98
147,21/05/2023,87,62.94
65,10/03/2024,61,362.76
73,17/10/2023,194,87.89
99,12/11/2023,64,933.67
158,02/04/2023,97,950.46
131,18/04/2023,135,839.57
67,14/08/2023,12,873.43
98,04/04/2024,153,614.85
75,19/02/2024,165,116.83
98,19/03/2024,66,376.72
65,07/01/2023,52,460.31
104,18/08/2023,144,916.32
39,15/08/2023,65,268.88
65,18/05/2023,66,836.91
176,04/01/2024,167,210.57
41,19/02/2023,87,166.16
47,24/06/2023,87,293.36
64,26/04/2023,65,655.9
182,10/06/2023,87,105.84
86,04/08/2023,27,699.24
104,01/09/2023,163,50.01
99,18/08/2023,65,480.07
83,05/09/2023,97,601.53
196,21/01/2024,87,916.68
78,06/05/2023,32,903.04
68,10/03/2024,21,471.46
85,15/04/2023,32,415.27
83,14/08/2023,50,934.21
134,17/07/2023,123,963.12
98,26/03/2024,71,30.74
35,29/03/2023,183,648.06
197,03/04/2024,32,826.28
75,01/09/2023,87,408.33
88,16/05/2023,32,557.16
98,22/10/2023,29,394.26
104,27/08/2023,36,156.0
65,20/06/2023,140,941.12
13,04/12/2023,181,908.01
67,20/02/2024,97,455.53
99,18/01/2023,65,74.81
185,07/12/2023,177,606.05
129,24/02/2023,21,673.52
78,03/04/2024,127,634.95
98,05/03/2023,97,990.52
34,24/03/2023,197,464.94
37,09/04/2024,87,519.01
67,14/05/2023,124,639.37
65,29/03/2023,164,362.66
78,26/02/2023,91,909.31
79,02/09/2023,87,28.97
61,15/10/2023,87,514.09
58,06/06/2023,82,40.36
200,02/01/2023,65,42.96
198,18/01/2023,32,541.15
177,27/03/2024,87,665.44
53,03/04/2023,80,971.63
67,07/02/2023,66,218.39
48,28/03/2024,142,659.86
181,04/02/2024,97,443.21
105,16/01/2023,65,202.66
193,04/05/2023,65,773.32
45,12/01/2023,106,536.22
149,24/03/2024,64,283.78
18,22/11/2023,32,382.61
121,31/03/2023,91,182.02
78,09/07/2023,185,312.13
137,18/10/2023,64,144.08
45,12/03/2024,64,854.13
68,29/01/2023,70,682.83
64,23/04/2023,65,941.25
87,22/02/2023,64,188.3
45,02/03/2024,14,562.27
193,20/05/2023,111,986.28
104,23/03/2024,116,185.71
151,16/02/2023,144,850.15
76,07/10/2023,176,572.59
88,10/06/2023,50,416.71
178,26/05/2023,65,372.13
67,06/11/2023,29,129.51
117,22/07/2023,85,456.34
98,15/03/2024,49,368.03
100,28/07/2023,149,193.78
65,16/03/2023,32,873.25
95,22/10/2023,87,92.82
158,11/02/2023,122,683.3
61,14/11/2023,97,115.79
170,21/02/2023,92,590.87
34,31/08/2023,105,217.13
28,05/10/2023,97,866.45
67,06/04/2023,66,908.16
10,01/05/2023,32,514.97
171,16/10/2023,37,629.82
45,03/03/2023,97,277.51
112,13/03/2024,97,703.48
160,07/11/2023,20,119.49
45,16/08/2023,193,703.88
92,02/04/2023,87,760.39
105,20/02/2024,67,547.2
68,06/12/2023,42,310.1
87,27/03/2023,110,133.87
86,14/01/2024,64,514.8
67,15/02/2023,147,327.04
34,03/05/2023,65,403.88
67,20/03/2024,26,577.31
68,12/02/2024,157,462.62
104,27/03/2023,16,879.79
145,18/01/2023,91,366.24
58,11/07/2023,133,882.32
157,22/01/2024,87,187.14
193,14/11/2023,65,85.97
67,02/04/2024,32,632.8
82,05/04/2024,65,957.55
96,26/11/2023,159,317.44
64,25/01/2023,12,348.59
125,20/06/2023,32,33.67
131,28/11/2023,87,388.35
111,31/05/2023,81,238.15
75,11/06/2023,87,741.58
32,10/04/2024,59,867.96
12,31/12/2023,97,255.39
5,27/09/2023,66,904.96
153,20/03/2023,87,994.56
134,19/02/2024,87,814.38
106,06/10/2023,170,196.9
98,02/02/2024,64,579.33
99,25/02/2023,66,396.99
52,19/04/2023,32,29.5
45,21/06/2023,87,837.2
85,18/04/2024,66,119.13
75,19/10/2023,97,335.73
99,24/04/2024,165,89.54
98,13/03/2024,169,295.78
164,22/02/2024,87,507.07
30,20/10/2023,65,502.41
171,12/04/2023,125,883.47
133,02/01/2023,66,64.66
78,24/10/2023,65,975.92
88,05/09/2023,94,336.09
171,07/12/2023,32,893.92
35,01/11/2023,64,121.56
35,16/06/2023,56,285.4
6,11/05/2023,32,776.77
92,27/03/2023,97,547.95
68,03/04/2023,193,760.72
68,10/02/2023,185,289.87
114,28/05/2023,66,647.53
5,04/03/2024,159,881.68
28,06/11/2023,190,262.41
16,28/11/2023,99,175.7
46,11/02/2024,147,54.73
79,12/10/2023,75,140.68
47,30/03/2024,65,495.22
77,19/05/2023,4,51.43
75,18/01/2023,64,287.8
147,12/02/2024,30,297.64
60,17/11/2023,105,98.67
120,26/12/2023,48,820.07
75,30/10/2023,32,510.78
66,12/03/2024,87,172.98
200,26/02/2024,66,540.31
138,05/01/2024,85,31.47
34,20/04/2024,45,207.95
157,19/02/2024,24,531.22
156,27/04/2024,99,741.42
35,10/06/2023,65,305.24
101,14/10/2023,32,896.17
88,20/03/2023,64,374.49
65,22/10/2023,90,472.11
133,03/04/2023,34,213.95
34,19/01/2024,197,511.39
98,11/02/2023,70,224.09
24,09/07/2023,37,585.86
105,31/03/2023,64,188.25
146,17/02/2024,97,106.34
61,20/03/2024,114,369.8
48,04/02/2024,93,298.77
43,23/06/2023,10,986.44
118,22/08/2023,36,656.01
37,08/03/2023,10,20.62
98,02/04/2024,64,470.94
10,13/05/2023,25,468.29
99,13/06/2023,116,569.5
190,24/11/2023,35,251.57
173,14/07/2023,32,194.03
200,27/09/2023,97,709.41
52,07/06/2023,32,356.91
196,27/02/2024,65,524.7
101,19/03/2023,67,889.01
146,06/07/2023,97,159.23
65,06/08/2023,124,775.85
143,22/08/2023,141,528.72
34,25/10/2023,33,525.92
157,03/07/2023,97,97.59
98,23/01/2023,65,439.76
83,11/05/2023,64,331.02
15,20/12/2023,27,169.98
170,04/08/2023,159,285.06
34,28/08/2023,90,852.17
41,27/03/2023,65,273.98
98,03/11/2023,32,14.27
98,11/04/2023,85,406.33
99,25/01/2024,32,584.22
68,19/04/2023,32,376.6
45,09/04/2023,66,24.23
64,30/11/2023,78,512.28
74,15/08/2023,72,690.04
156,16/01/2024,32,831.52
112,08/07/2023,10,662.88
144,18/12/2023,64,545.13
18,10/04/2024,37,456.59
45,18/11/2023,54,583.24
180,07/02/2023,166,656.17
92,12/06/2023,32,752.66
182,28/02/2024,32,221.07
68,27/07/2023,146,34.59
84,09/04/2024,175,786.03
72,29/01/2023,66,138.08
175,26/05/2023,65,841.39
117,12/08/2023,181,703.39
45,08/02/2023,26,118.16
87,15/01/2024,87,547.77
57,08/06/2023,83,421.01
56,30/09/2023,64,957.86
85,28/04/2024,66,857.14
63,10/04/2023,87,865.7
82,13/07/2023,97,281.43
68,30/11/2023,101,507.54
59,12/08/2023,110,816.2
2,12/10/2023,98,955.31
35,11/03/2023,57,612.18
98,15/03/2024,9,439.57
140,20/03/2024,65,284.77
91,14/01/2023,32,383.52
138,31/03/2023,199,276.67
122,27/04/2024,66,643.58
105,29/01/2024,62,458.57
165,20/10/2023,66,404.41
3,19/08/2023,152,441.53
86,17/01/2023,66,466.51
34,12/10/2023,189,221.35
129,30/06/2023,66,561.06
2,03/06/2023,32,720.47
53,26/07/2023,97,352.43
24,12/09/2023,116,578.34
72,14/11/2023,36,513.04
195,04/01/2023,110,929.9
115,24/10/2023,62,915.28
34,30/09/2023,129,981.57
1,05/02/2023,66,543.44
200,11/05/2023,81,669.05
113,06/03/2024,32,150.68
124,05/02/2024,169,626.92
45,09/06/2023,64,982.66
181,04/08/2023,161,494.34
194,21/02/2023,188,832.71
94,04/09/2023,65,330.2
68,11/04/2024,64,719.09
44,26/10/2023,120,356.12
59,09/02/2024,66,203.09
102,28/04/2024,139,668.25
78,24/07/2023,64,720.9
54,14/12/2023,102,96.24
30,16/11/2023,66,973.07
187,05/03/2024,41,235.27
106,08/01/2023,87,643.42
155,07/06/2023,64,514.84
10,11/04/2023,44,107.41
104,18/03/2023,43,369.47
56,21/10/2023,32,172.32
3,25/11/2023,108,413.48
26,08/03/2023,64,908.71
80,01/01/2024,83,291.4
88,03/03/2023,32,628.6
81,13/11/2023,32,846.37
150,12/08/2023,97,882.4
78,27/03/2023,62,616.67
64,04/08/2023,66,113.39
65,22/09/2023,119,828.18
120,15/01/2023,154,831.8
78,28/06/2023,87,106.91
125,03/07/2023,109,876.5
67,30/01/2023,65,298.87
12,05/03/2024,155,821.86
106,21/05/2023,22,237.26
173,13/04/2024,32,230.62
98,21/04/2023,76,925.75
45,02/02/2023,131,709.06
130,06/07/2023,113,851.08
105,01/11/2023,66,212.57
126,21/08/2023,64,972.07
104,21/04/2023,32,347.14
13,27/04/2024,65,552.1
34,20/04/2023,87,346.75
99,27/04/2024,97,305.54
60,08/06/2023,79,51.4
105,31/01/2024,66,716.02
5,20/10/2023,65,364.68
79,09/09/2023,142,35.44
78,14/09/2023,52,543.29
35,17/09/2023,97,19.51
75,12/01/2023,117,597.68
56,07/03/2023,106,155.58
45,13/06/2023,196,517.21
99,29/01/2023,72,174.58
105,31/12/2023,87,83.19
98,04/07/2023,149,680.94
46,11/07/2023,9,209.34
172,01/10/2023,124,914.85
4,10/10/2023,32,620.29
34,02/06/2023,150,782.44
45,29/04/2024,32,811.83
117,11/11/2023,65,445.13
87,11/01/2024,87,848.29
81,13/12/2023,117,719.29
65,06/04/2024,108,89.64
131,03/04/2023,9,494.5
159,18/04/2024,151,735.76
83,10/02/2024,41,103.18
106,19/06/2023,21,135.55
35,31/10/2023,57,848.99
65,01/11/2023,161,545.64
109,18/06/2023,36,983.84
104,28/06/2023,127,887.21
3,27/12/2023,194,435.53
146,01/03/2023,12,179.56
64,19/04/2023,32,952.56
91,04/09/2023,152,79.78
104,14/03/2023,94,876.9
64,03/01/2023,87,874.0
126,22/04/2023,180,502.94
64,08/04/2024,32,907.53
142,24/04/2024,66,91.21
88,07/06/2023,16,167.32
26,05/01/2023,8,413.59
158,27/03/2024,178,235.31
81,07/06/2023,31,561.15
133,09/02/2024,87,526.84
81,30/12/2023,65,60.23
98,23/07/2023,42,400.65
125,30/10/2023,103,713.47
98,11/02/2024,65,625.04
78,29/07/2023,30,279.38
3,15/10/2023,66,144.29
182,28/12/2023,199,429.66
77,09/01/2023,97,510.74
8,25/01/2024,97,151.42
70,26/04/2024,64,32.25
78,12/01/2023,25,516.41
147,27/10/2023,152,697.47
106,21/10/2023,66,540.34
78,23/05/2023,97,791.39
104,11/04/2024,65,211.7
85,16/08/2023,88,368.86
152,12/04/2024,97,328.72
25,28/06/2023,87,256.45
79,14/10/2023,177,864.22
190,10/05/2023,11,32.77
105,14/04/2024,66,403.01
46,11/04/2024,54,643.32
157,27/04/2024,131,532.95
64,07/02/2023,32,689.96
31,24/09/2023,87,114.59
132,07/02/2024,64,780.69
104,13/04/2023,4,410.96
98,15/01/2024,64,495.73
49,21/09/2023,6,412.91
198,15/02/2023,87,684.97
34,10/08/2023,70,634.58
46,27/01/2024,141,771.96
148,27/03/2023,138,80.63
157,09/11/2023,64,537.26
34,17/09/2023,68,929.21
99,02/07/2023,64,132.24
46,25/04/2023,144,160.87
54,21/10/2023,64,514.28
75,26/04/2023,2,355.03
104,25/11/2023,64,823.71
34,10/03/2023,65,954.55
123,03/02/2024,34,884.77
88,11/04/2024,32,610.37
164,17/01/2023,64,451.3
35,12/12/2023,87,843.64
15,05/01/2023,111,341.21
64,26/10/2023,123,143.53
106,21/11/2023,66,381.43
98,20/05/2023,87,905.07
92,14/08/2023,87,204.46
104,27/04/2023,97,514.72
65,08/11/2023,66,62.76
77,07/08/2023,2,980.01
35,29/03/2024,171,205.69
57,28/02/2023,194,492.9
135,21/03/2023,105,946.72
103,06/04/2024,32,574.8
33,09/11/2023,64,985.7
22,23/03/2024,87,383.58
88,12/04/2023,32,313.41
35,15/01/2024,22,488.05
78,13/12/2023,97,679.85
13,05/11/2023,97,961.71
78,13/01/2023,44,322.48
118,03/01/2024,32,323.51
134,12/03/2024,87,336.08
73,03/09/2023,97,756.67
107,28/02/2024,97,407.99
128,03/07/2023,116,547.93
62,12/12/2023,146,109.79
166,23/04/2024,87,852.61
95,26/09/2023,65,470.53
41,18/01/2023,87,128.17
13,31/01/2024,87,364.32
35,05/09/2023,64,953.58
195,16/03/2023,97,843.8
75,22/11/2023,65,869.82
22,08/10/2023,32,692.54
49,31/05/2023,21,429.57
170,28/02/2023,92,362.57
17,22/03/2023,150,762.05
140,17/11/2023,97,981.31
30,28/11/2023,65,443.09
88,30/05/2023,97,224.43
173,26/01/2024,32,879.7
123,23/04/2024,50,207.12
118,29/05/2023,65,721.71
98,02/09/2023,172,104.2
181,19/01/2023,97,153.82
45,03/07/2023,65,889.43
150,26/01/2024,116,252.77
28,30/01/2024,151,118.49
91,20/03/2023,87,314.34
91,11/11/2023,168,885.08
161,01/06/2023,32,935.3
105,05/04/2023,32,583.42
35,11/05/2023,114,496.74
77,29/12/2023,163,399.65
68,04/09/2023,97,639.93
106,04/02/2023,100,889.91
196,07/02/2024,65,786.98
147,16/12/2023,32,580.89
54,17/02/2024,87,442.11
98,12/12/2023,66,135.96
191,30/06/2023,26,428.86
117,25/07/2023,97,796.29
133,08/09/2023,32,293.31
45,01/05/2023,65,493.36
85,09/01/2023,87,754.38
91,20/03/2023,64,542.33
34,01/11/2023,39,512.81
143,02/02/2023,75,346.23
117,09/02/2023,121,826.86
191,06/03/2023,97,837.73
35,11/04/2024,173,607.89
187,29/05/2023,115,927.37
145,31/01/2024,65,173.93
104,20/09/2023,173,169.96
67,24/07/2023,184,914.77
154,12/02/2024,84,44.26
145,07/02/2023,97,172.32
4,18/10/2023,66,525.0
55,02/07/2023,64,278.26
78,29/06/2023,73,856.83
91,05/02/2024,97,820.51
64,22/07/2023,65,992.31
173,01/05/2023,87,419.16
68,10/07/2023,195,82.79
68,10/11/2023,30,572.44
64,07/10/2023,64,381.04
117,06/06/2023,66,720.76
149,24/03/2024,12,915.73
163,11/04/2024,64,15.18
88,01/04/2024,88,748.77
34,19/09/2023,144,91.81
46,04/01/2024,6,993.4
104,22/08/2023,146,164.32
68,21/07/2023,128,407.71
1,04/04/2023,66,163.88
104,05/04/2023,99,768.63
68,16/01/2024,7,245.81
78,22/09/2023,66,779.54
105,09/01/2023,20,46.84
137,17/07/2023,86,479.99
104,26/01/2023,140,228.08
34,01/11/2023,81,710.95
50,18/03/2024,103,517.33
149,23/02/2024,64,376.81
171,20/09/2023,92,90.57
106,27/03/2023,153,507.66
37,23/11/2023,64,226.22
72,18/02/2024,139,762.23
99,11/01/2023,121,42.51
72,14/01/2024,87,651.69
111,13/12/2023,20,513.22
98,13/03/2024,19,955.97
139,18/04/2023,87,750.54
98,01/10/2023,97,635.95
5,06/11/2023,132,268.74
65,06/03/2024,153,418.33
45,05/04/2023,112,195.96
106,24/05/2023,32,602.69
36,22/04/2023,23,752.31
65,11/08/2023,65,720.9
138,06/06/2023,118,112.69
67,05/01/2023,65,694.35
65,30/11/2023,78,312.61
106,29/09/2023,172,100.31
67,27/04/2023,32,243.79
23,05/08/2023,16,630.19
153,08/10/2023,131,252.61
105,15/10/2023,65,388.67
182,28/01/2023,148,89.2
25,09/08/2023,102,312.04
88,23/09/2023,168,681.28
64,29/04/2024,32,275.29
106,10/04/2023,87,153.78
77,30/12/2023,192,436.61
45,21/09/2023,66,197.61
78,07/10/2023,65,386.48
12,28/01/2023,32,472.0
24,25/02/2023,87,510.03
6,09/12/2023,87,645.33
118,13/01/2023,97,593.6
136,27/03/2024,53,332.01
34,23/08/2023,146,941.3
162,22/06/2023,32,515.82
67,23/10/2023,97,384.88
145,04/10/2023,66,639.41
100,08/04/2023,97,273.91
188,31/03/2024,186,964.84
99,03/02/2023,32,429.03
75,14/07/2023,59,121.73
163,22/07/2023,59,803.46
85,02/02/2024,97,704.09
65,09/07/2023,23,813.51
34,23/07/2023,64,630.05
99,03/06/2023,186,741.57
73,21/03/2024,97,750.58
159,14/11/2023,15,79.21
25,28/01/2023,65,417.85
180,04/05/2023,87,217.17
141,31/10/2023,74,109.61
107,05/06/2023,64,579.76
186,21/11/2023,97,477.43
97,09/01/2023,68,434.37
8,28/02/2024,60,910.85
78,25/04/2024,27,571.4
115,27/02/2023,64,888.49
85,24/12/2023,97,18.44
101,19/01/2023,87,913.34
5,19/03/2023,2,792.55
67,27/02/2023,57,408.62
34,19/08/2023,134,935.4
104,23/04/2024,87,571.72
161,27/02/2023,97,70.43
75,24/09/2023,65,775.88
65,07/08/2023,170,665.2
106,29/03/2023,66,559.36
99,17/06/2023,87,173.34
11,16/02/2024,66,373.31
67,11/03/2024,65,338.08
94,27/07/2023,65,179.41
4,30/11/2023,142,509.17
193,15/05/2023,135,711.83
184,31/08/2023,97,174.4
16,13/03/2023,64,309.83
84,25/06/2023,65,939.67
35,29/07/2023,127,522.65
63,14/02/2024,4,785.58
106,02/02/2024,179,899.66
71,06/02/2023,97,738.69
34,20/08/2023,64,137.99
104,03/02/2023,87,369.09
172,20/06/2023,97,385.76
34,14/01/2023,88,308.35
14,07/12/2023,97,945.08
75,10/09/2023,19,314.14
114,29/04/2023,2,231.61
104,08/02/2024,66,708.57
109,21/10/2023,64,434.88
152,16/02/2023,32,63.62
99,29/07/2023,99,545.22
88,13/08/2023,114,451.74
157,01/07/2023,110,12.3
67,12/02/2023,64,129.76
69,06/12/2023,32,194.46
39,03/01/2024,184,200.52
102,30/11/2023,122,426.11
45,10/07/2023,196,439.97
64,05/02/2023,66,206.03
186,09/01/2023,64,612.59
104,18/10/2023,65,221.12
45,18/03/2023,97,816.8
47,30/05/2023,66,240.01
41,22/09/2023,8,877.03
70,24/01/2024,196,127.95
99,21/08/2023,183,166.67
104,05/01/2024,97,515.36
11,01/04/2024,65,251.61
117,02/07/2023,118,778.82
197,21/05/2023,97,677.3
81,15/03/2024,64,802.92
68,22/08/2023,87,322.05
106,14/02/2023,97,590.19
68,22/01/2024,64,277.42
102,08/07/2023,64,393.63
135,07/01/2024,35,244.61
103,05/03/2023,64,703.35
120,20/11/2023,15,624.53
149,26/06/2023,91,136.68
35,17/05/2023,145,126.23
113,08/03/2023,87,529.93
114,05/04/2024,97,577.27
178,20/04/2024,32,758.36
153,14/02/2023,1,396.07
131,14/05/2023,64,434.88
75,10/06/2023,71,576.84
64,04/02/2024,97,224.44
156,05/06/2023,65,75.99
67,23/04/2024,83,392.4
45,03/10/2023,64,424.19
129,02/12/2023,65,29.68
184,10/06/2023,193,927.39
134,31/01/2023,64,646.11
45,18/09/2023,97,207.82
171,31/12/2023,66,738.51
3,27/02/2024,172,514.32
45,14/03/2023,132,138.92
67,15/02/2024,65,964.9
104,27/08/2023,199,292.36
96,07/08/2023,181,790.22
46,07/02/2023,8,345.45
